Company,TypeName,Ram,Weight,Price,Touchscreen,Ips,ppi,Cpu Brand,HDD,SSD,GpuBrand,os
Apple,Ultrabook,8,1.37,1304.2944,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
Dell,2 in 1 Convertible,8,2.08,523.63584,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,4.3,1150.20864,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Asus,Notebook,4,1.68,299.85984,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.37,1182.17664,1,1,158.48253022174808,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,3.0,448.83072,0,1,127.33567457123111,Intel Core i3,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.41,606.75264,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.91,285.090624,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
HP,Notebook,16,2.9,677.08224,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
MSI,Gaming,16,4.14,1597.76064,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,2.0,1086.27264,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.8,730.14912,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,Windows
Lenovo,Notebook,4,2.2,283.87584,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Linux/ChromeOS/Others
HP,Notebook,4,2.1,461.61792,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.18,420.05952,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.24,361.2384,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,510.84864,1,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,958.40064,1,0,165.6321180513006,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,298.58112,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Linux/ChromeOS/Others
HP,Notebook,8,2.5,650.86848,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,562.6368,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,1252.442304,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,990.36864,0,0,127.33567457123111,AMD Processor,1000,256,AMD,Windows
Dell,Notebook,8,2.14,469.9743552,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Linux/ChromeOS/Others
Lenovo,2 in 1 Convertible,16,1.36,1597.76064,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,519.16032,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,455.9084352,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,702.65664,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,Linux/ChromeOS/Others
Acer,Notebook,8,2.2,476.3232,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,312.64704,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,542.81664,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia,Linux/ChromeOS/Others
Lenovo,Notebook,6,2.8,549.21024,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.25,273.64608,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Linux/ChromeOS/Others
Lenovo,Gaming,8,2.5,530.02944,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,370.18944,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3.0,608.03136,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,421.33824,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,701.37792,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,624.65472,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,753.80544,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,421.3446336,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Linux/ChromeOS/Others
Acer,Notebook,2,2.19,127.23264,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,Linux/ChromeOS/Others
Asus,Gaming,8,3.0,758.92032,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,312.64704,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.0,1169.38944,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,472.48704,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,830.52864,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,625.93344,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Linux/ChromeOS/Others
Dell,Workstation,16,3.42,1844.46409,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,319.04064,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,938.58048,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,325.43424,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,1356.72192,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,414.94464,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,351.00864,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,Linux/ChromeOS/Others
Asus,Gaming,8,2.5,808.7904,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,230.1632064,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Linux/ChromeOS/Others
HP,2 in 1 Convertible,16,1.28,1262.736,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,666.85248,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,523.63584,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,299.85984,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,638.72064,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,1597.76064,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,1342.01664,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,2.23,299.85984,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,175.824,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,539.61984,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,1565.79264,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,294.041664,0,0,117.82653006268643,Other Intel Processor,0,0,Intel,Linux/ChromeOS/Others
HP,Notebook,8,1.95,626.5728,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,310.0896,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,826.05312,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,376.58304,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,699.45984,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,576.70272,0,1,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,421.33824,0,0,100.45466986113651,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,186.69312,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,351.00864,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,671.264064,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,853.5456,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,1687.27104,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,766.59264,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,2.0,602.91648,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,852.90624,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,4,1.85,287.07264,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,638.72064,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,810.70848,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,670.68864,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.84,731.42784,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.0,175.8176064,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Linux/ChromeOS/Others
Dell,Notebook,8,2.0,730.62864,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,175.760064,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Linux/ChromeOS/Others
Lenovo,Notebook,12,2.2,574.78464,0,0,141.21199808219862,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,2.1,457.78176,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,1342.01664,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,1009.54944,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,721.83744,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,2,1.44,178.38144,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,1028.065306,0,0,141.21199808219862,Intel Core i7,0,768,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,239.76,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,423.89568,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,1296.251251,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,833.72544,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,900.85824,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,8,2.6,1111.380307,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,897.02208,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,620.754624,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,4,2.2,205.8675264,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Linux/ChromeOS/Others
Dell,Gaming,8,2.65,638.72064,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,356.3600832,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,912.36672,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,280.67904,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2.0,604.1952,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,459.69984,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.86,408.55104,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,319.04064,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,Linux/ChromeOS/Others
HP,Notebook,8,2.04,248.71104,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,2.8,693.7056,0,0,127.33567457123111,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,8,2.4,517.24224,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Linux/ChromeOS/Others
Dell,Notebook,8,2.33,574.78464,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,1118.88,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,702.65664,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,4,2.1,272.36736,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,3.25,1405.95264,0,1,127.33567457123111,AMD Processor,1000,256,AMD,Windows
Lenovo,Notebook,4,2.6,312.64704,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,555.6102336,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,312.6406464,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,353.56608,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,1.8,197.56224,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,1.5,182.85696,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,540.89856,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Linux/ChromeOS/Others
HP,Gaming,8,3.35,761.47776,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,257.98176,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Linux/ChromeOS/Others
Asus,Gaming,8,2.3,1058.1408,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,702.65664,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,1118.176704,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,1459.01952,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,351.00864,0,1,165.6321180513006,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,875.28384,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2.0,1365.0336,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,1604.15424,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3.0,664.29504,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3.0,1017.22176,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,12,2.2,443.7094464,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,862.49664,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,497.9783232,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Linux/ChromeOS/Others
HP,Ultrabook,4,1.91,319.04064,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,786.1314816,0,1,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,599.71968,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,1733.94432,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,1678.32,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,195.64416,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,2.9,977.58144,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,731.74752,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,8,2.5,561.99744,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Linux/ChromeOS/Others
MSI,Gaming,16,2.8,1437.92064,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,1197.52128,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,1116.96192,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,1074.1248,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,261.49824,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,194.653152,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,1230.768,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,1242.27648,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,299.85984,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,504.4614336,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,593.32608,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,382.912704,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Linux/ChromeOS/Others
Dell,Notebook,4,1.65,440.51904,0,0,117.82653006268643,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,959.04,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,345.222432,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,777.0653568,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2.0,1214.14464,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,287.07264,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,912.36672,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,381.69792,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Linux/ChromeOS/Others
Dell,Gaming,16,4.42,1789.56864,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,741.01824,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.02,730.404864,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,8,1.6,702.65664,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Linux/ChromeOS/Others
HP,Gaming,12,3.35,1278.08064,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,191.16864,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,1.15,171.98784,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Linux/ChromeOS/Others
Lenovo,Notebook,8,1.4,645.7536,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,382.97664,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,1563.2352,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,1565.79264,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,1083.7152,0,0,127.33567457123111,AMD Processor,1000,256,AMD,Windows
HP,Notebook,4,2.1,221.85792,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,1.1,1405.95264,1,0,234.50740003017813,Intel Core i7,0,512,Intel,Linux/ChromeOS/Others
Lenovo,Ultrabook,24,1.32,1522.95552,0,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.0,357.40224,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Linux/ChromeOS/Others
Lenovo,Notebook,8,2.8,331.82784,0,0,106.11306214269258,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2,478.88064,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,913.64544,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,223.13664,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,2.2,702.65664,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,753.80544,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,282.469248,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Linux/ChromeOS/Others
Dell,Workstation,8,2.23,1274.24448,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia,Windows
MSI,Gaming,8,2.2,657.0958464,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,1655.30304,1,0,200.84255993695703,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,376.58304,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,1262.736,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,980.77824,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,859.9392,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,625.93344,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,306.25344,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,4.42,1308.13056,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,632.32704,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,1150.20864,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,409.126464,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,347.81184,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,278.1216,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,2.37,478.88064,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,510.84864,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Linux/ChromeOS/Others
Lenovo,Notebook,8,2.67,1336.2624,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2.0,194.36544,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,299.85984,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,485.27424,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,1086.27264,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,1187.93088,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,1278.08064,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,737.82144,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,815.184,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Linux/ChromeOS/Others
Dell,Ultrabook,8,1.42,1177.605216,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,830.52864,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,1.79,473.1264,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,1539.57888,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,872.08704,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,431.568,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,1069.00992,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,806.87232,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,375.048576,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,464.17536,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,159.136704,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,361.2384,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,670.68864,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,1494.82368,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,1214.14464,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,1149.56928,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,1246.752,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,647.0259264,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,1789.56864,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,863.136,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,2.2,370.18944,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,811.34784,1,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,702.65664,0,1,125.36742798669837,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,574.720704,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,1118.24064,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
